0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,name,HOG
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PIGXX21393,92.79799999999999,1944,79,2,1,1944,1,1883,0.0,3599.0,Apc1,,Apc1,,Apc1,,Apc1,,Apc1,
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PIGXX21396,96.917,1784,55,0,161,1944,1,1784,0.0,3590.0,Apc1,,Apc1,HOG:0372138.1b.6b.1a,Apc1,HOG:0372138.1b.6b.1a,Apc1,,Apc1,HOG:0372138.1b.6b.1a
Homo_sapiens_HSAP017770_ANAPC1_Apc1,ICTTR11360,93.29700000000001,1820,121,1,126,1944,1,1820,0.0,3428.0,Apc1,,Apc1,HOG:0397431.2a,Apc1,HOG:0397431.2a,Apc1,HOG:0452285.2a,Apc1,HOG:0397431.2a
Homo_sapiens_HSAP017770_ANAPC1_Apc1,SARHA11943,86.87200000000001,1950,249,4,1,1944,1,1949,0.0,3424.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PIGXX21397,95.101,1735,49,1,210,1944,1,1699,0.0,3408.0,Apc1,,Apc1,HOG:0421837.3d.2a.4b.6d.25c,Apc1,HOG:0421837.3d.2a.4b.6d.25c,Apc1,,Apc1,HOG:0421837.3d.2a.4b.6d.25c
Homo_sapiens_HSAP017770_ANAPC1_Apc1,ANOCA13979,83.667,1947,310,7,1,1943,1,1943,0.0,3340.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,NOMLE15240,99.499,1598,8,0,347,1944,1,1598,0.0,3295.0,Apc1,,Apc1,HOG:0397431.2a,Apc1,HOG:0397431.2a,Apc1,HOG:0452285.2a,Apc1,HOG:0397431.2a
Homo_sapiens_HSAP017770_ANAPC1_Apc1,ANAPL01519,86.055,1886,254,4,67,1944,1,1885,0.0,3271.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,CHICK08617,81.311,1953,351,7,1,1944,1,1948,0.0,3242.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,TAEGU08253,84.22399999999998,1908,296,5,40,1944,1,1906,0.0,3228.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,MELGA05394,81.87100000000002,1881,332,6,71,1944,1,1879,0.0,3145.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,XENTR13880,78.539,1957,399,13,1,1944,1,1949,0.0,3114.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,FICAL09170,85.274,1786,257,3,164,1944,1,1785,0.0,3030.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,LATCH15292,77.26100000000002,1869,415,6,1,1861,1,1867,0.0,2977.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PIGXX21395,97.323,1457,39,0,488,1944,1,1457,0.0,2944.0,Apc1,,Apc1,HOG:0422024.1b.3a.2a.1b.1a.1a.1b,Apc1,HOG:0422024.1b.3a.2a.1b.1a.1a.1b,Apc1,,Apc1,HOG:0422024.1b.3a.2a.1b.1a.1a.1b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PTEVA03102,91.63,1601,102,6,1,1600,1,1570,0.0,2925.0,Apc1,,Apc1,HOG:0397431.2a,Apc1,HOG:0397431.2a,Apc1,HOG:0452285.2a,Apc1,HOG:0397431.2a
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PTEVA03102,58.095,210,12,2,1735,1944,1572,1705,5.87e-47,194.0,Apc1,,Apc1,HOG:0397431.2a,Apc1,HOG:0397431.2a,Apc1,HOG:0452285.2a,Apc1,HOG:0397431.2a
Homo_sapiens_HSAP017770_ANAPC1_Apc1,DASNO14441,92.495,1439,107,1,505,1942,27,1465,0.0,2754.0,Apc1,,Apc1,HOG:0397431.3b,Apc1,HOG:0397431.3b,Apc1,HOG:0452285.3a,Apc1,HOG:0397431.3b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,ASTMX12940,67.67399999999999,1952,600,19,1,1936,1,1937,0.0,2642.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,DANRE05885,66.615,1950,594,20,1,1927,1,1916,0.0,2610.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PONAB09158,98.87700000000001,1247,13,1,698,1944,610,1855,0.0,2558.0,Apc1,,Apc1,HOG:0397431.2a,Apc1,HOG:0397431.2a,Apc1,HOG:0452285.2a,Apc1,HOG:0397431.2a
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PONAB09158,99.676,617,2,0,1,617,1,617,0.0,1263.0,Apc1,,Apc1,HOG:0397431.2a,Apc1,HOG:0397431.2a,Apc1,HOG:0452285.2a,Apc1,HOG:0397431.2a
Homo_sapiens_HSAP017770_ANAPC1_Apc1,ORENI17759,65.171,1961,642,20,5,1938,6,1952,0.0,2553.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,POEFO05640,64.119,1976,646,22,5,1936,6,1962,0.0,2519.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,ORYLA04836,64.169,1962,657,21,5,1939,6,1948,0.0,2519.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,TAKRU10689,64.931,1959,642,22,5,1938,6,1944,0.0,2508.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,NOTFU04865,63.263999999999996,1979,666,22,5,1944,6,1962,0.0,2487.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,GASAC00934,63.479,1966,668,26,5,1939,6,1952,0.0,2434.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PELSI03977,85.171,1342,191,5,1,1335,1,1341,0.0,2338.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,FUKDA12988,95.163,1199,58,0,1,1199,1,1199,0.0,2330.0,Apc1,,Apc1,,Apc1,,Apc1,,Apc1,
Homo_sapiens_HSAP017770_ANAPC1_Apc1,CHILA17153,94.245,1199,58,1,1,1199,1,1188,0.0,2305.0,Apc1,,Apc1,,Apc1,,Apc1,,Apc1,
Homo_sapiens_HSAP017770_ANAPC1_Apc1,MOUSE27806,91.07600000000001,1199,107,0,1,1199,1,1199,0.0,2256.0,Apc1,,Apc1,,Apc1,,Apc1,,Apc1,
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PETMA03102,51.143,2012,880,32,6,1936,6,1995,0.0,1946.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,HIPCM07865,57.45399999999999,1791,616,33,161,1936,1,1660,0.0,1897.0,Apc1,,Apc1,,Apc1,,Apc1,HOG:0452285,Apc1,
Homo_sapiens_HSAP017770_ANAPC1_Apc1,DANRE05887,69.122,1344,377,9,598,1927,1,1320,0.0,1892.0,Apc1,,Apc1,,Apc1,,Apc1,,Apc1,
Homo_sapiens_HSAP017770_ANAPC1_Apc1,HIPCM07866,57.527,1747,583,31,205,1936,36,1638,0.0,1858.0,Apc1,,Apc1,,Apc1,,Apc1,,Apc1,
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PETMA03103,50.06,1670,683,25,144,1722,15,1624,0.0,1558.0,Apc1,,Apc1,,Apc1,,Apc1,,Apc1,
Homo_sapiens_HSAP017770_ANAPC1_Apc1,LEPOC05048,80.541,925,177,3,1003,1927,1,922,0.0,1543.0,Apc1,,Apc1,HOG:0416072.1a.2b,Apc1,HOG:0416072.1a.2b,Apc1,HOG:0471345,Apc1,HOG:0416072.1a.2b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,STRMM06583,44.623999999999995,1860,925,34,11,1820,1,1805,0.0,1504.0,Apc1,,Apc1,HOG:0397431.1b,Apc1,HOG:0397431.1b,Apc1,HOG:0452285.1b,Apc1,HOG:0397431.1b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,OCTBM21924,42.159,1964,1046,36,11,1931,1,1917,0.0,1502.0,Apc1,,Apc1,HOG:0397431.1b,Apc1,HOG:0397431.1b,Apc1,HOG:0452285.1b,Apc1,HOG:0397431.1b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,LINUN23540,46.265,1727,828,29,11,1666,1,1698,0.0,1498.0,Apc1,,Apc1,HOG:0397431.1b.1b,Apc1,HOG:0397431.1b.1b,Apc1,HOG:0452285.1b.1a,Apc1,HOG:0397431.1b.1b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,LOTGI21332,42.401,1974,1011,36,11,1903,1,1929,0.0,1496.0,Apc1,,Apc1,HOG:0397431.1b,Apc1,HOG:0397431.1b,Apc1,HOG:0452285.1b,Apc1,HOG:0397431.1b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,ECHTE10904,91.375,800,19,3,996,1795,452,1201,0.0,1490.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,ECHTE10904,93.18700000000001,455,30,1,1,455,1,454,0.0,877.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,TETNG06515,59.056000000000004,1292,477,14,5,1278,6,1263,0.0,1473.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,TETNG06515,62.475,509,176,6,1432,1938,1331,1826,0.0,606.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,GADMO02756,63.303999999999995,1120,262,13,684,1795,520,1498,0.0,1365.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,GADMO02756,47.626999999999995,611,205,17,5,599,6,517,1.9499999999999975e-144,495.0,Apc1,,Apc1,HOG:0397431,Apc1,HOG:0397431,Apc1,HOG:0452285,Apc1,HOG:0397431
Homo_sapiens_HSAP017770_ANAPC1_Apc1,MICMU15887,86.10799999999998,799,56,5,56,849,1,749,0.0,1321.0,Apc1,,Apc1,HOG:0397431.2a,Apc1,HOG:0397431.2a,Apc1,HOG:0452285.2a,Apc1,HOG:0397431.2a
Homo_sapiens_HSAP017770_ANAPC1_Apc1,MICMU15887,95.833,360,12,2,1110,1469,723,1079,0.0,709.0,Apc1,,Apc1,HOG:0397431.2a,Apc1,HOG:0397431.2a,Apc1,HOG:0452285.2a,Apc1,HOG:0397431.2a
Homo_sapiens_HSAP017770_ANAPC1_Apc1,MICMU15887,74.531,373,11,2,1572,1944,1065,1353,7.17999999999999e-154,518.0,Apc1,,Apc1,HOG:0397431.2a,Apc1,HOG:0397431.2a,Apc1,HOG:0452285.2a,Apc1,HOG:0397431.2a
Homo_sapiens_HSAP017770_ANAPC1_Apc1,ZOONE10038,43.945,1734,817,33,90,1728,1,1674,0.0,1320.0,Apc1,,Apc1,HOG:0397431.1b,Apc1,HOG:0397431.1b,Apc1,HOG:0452285.1b,Apc1,HOG:0397431.1b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,CAPTE12037,38.928000000000004,2014,1053,43,11,1935,1,1926,0.0,1272.0,Apc1,,Apc1,HOG:0397431.1b,Apc1,HOG:0397431.1b,Apc1,HOG:0452285.1b,Apc1,HOG:0397431.1b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,CAPI103918,38.928000000000004,2014,1053,43,11,1935,1,1926,0.0,1272.0,Apc1,,Apc1,HOG:0397431.1b,Apc1,HOG:0397431.1b,Apc1,HOG:0452285.1b,Apc1,HOG:0397431.1b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,APIME01682,40.065,1847,972,39,11,1773,1,1796,0.0,1267.0,Apc1,,Apc1,HOG:0397431.1b,Apc1,HOG:0397431.1b,Apc1,HOG:0674722.10d.12b,Apc1,HOG:0397431.1b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,HARSA06759,38.696999999999996,1995,1059,43,11,1897,1,1939,0.0,1261.0,Apc1,,Apc1,HOG:0397431.1b,Apc1,HOG:0397431.1b,Apc1,HOG:0452285.1b,Apc1,HOG:0397431.1b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,LINHU09636,37.863,2031,1081,45,11,1924,1,1967,0.0,1261.0,Apc1,,Apc1,,Apc1,,Apc1,,Apc1,
Homo_sapiens_HSAP017770_ANAPC1_Apc1,LINHU09637,38.226,1996,1065,43,11,1897,1,1937,0.0,1260.0,Apc1,,Apc1,,Apc1,,Apc1,,Apc1,
Homo_sapiens_HSAP017770_ANAPC1_Apc1,ATTCE17739,38.26,1989,1047,41,11,1897,1,1910,0.0,1260.0,Apc1,,Apc1,HOG:0397431.1b,Apc1,HOG:0397431.1b,Apc1,HOG:0452285.1b,Apc1,HOG:0397431.1b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,LINHU09638,37.616,2039,1083,45,11,1924,1,1975,0.0,1258.0,Apc1,,Apc1,HOG:0397431.1b,Apc1,HOG:0397431.1b,Apc1,HOG:0452285.1b,Apc1,HOG:0397431.1b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,OOCBI15058,37.989000000000004,2019,1091,43,11,1921,1,1966,0.0,1258.0,Apc1,,Apc1,HOG:0397431.1b,Apc1,HOG:0397431.1b,Apc1,HOG:0452285.1b,Apc1,HOG:0397431.1b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,LINHU09639,37.974000000000004,2004,1067,43,11,1897,1,1945,0.0,1258.0,Apc1,,Apc1,,Apc1,,Apc1,,Apc1,
Homo_sapiens_HSAP017770_ANAPC1_Apc1,TARSY11114,81.407,796,70,11,1063,1858,808,1525,0.0,1252.0,Apc1,,Apc1,HOG:0397431.2a,Apc1,HOG:0397431.2a,Apc1,HOG:0452285.2a,Apc1,HOG:0397431.2a
Homo_sapiens_HSAP017770_ANAPC1_Apc1,TARSY11114,94.96,496,23,1,504,999,322,815,0.0,979.0,Apc1,,Apc1,HOG:0397431.2a,Apc1,HOG:0397431.2a,Apc1,HOG:0452285.2a,Apc1,HOG:0397431.2a
Homo_sapiens_HSAP017770_ANAPC1_Apc1,TARSY11114,72.222,432,17,8,1,432,1,329,1.5599999999999969e-165,555.0,Apc1,,Apc1,HOG:0397431.2a,Apc1,HOG:0397431.2a,Apc1,HOG:0452285.2a,Apc1,HOG:0397431.2a
Homo_sapiens_HSAP017770_ANAPC1_Apc1,LEPOC05047,66.888,903,291,5,1,900,1,898,0.0,1244.0,Apc1,,Apc1,HOG:0392719,Apc1,HOG:0392719,Apc1,HOG:0446643,Apc1,HOG:0392719
Homo_sapiens_HSAP017770_ANAPC1_Apc1,LINUN19339,44.185,1539,733,27,11,1525,1,1437,0.0,1244.0,Apc1,,Apc1,HOG:0397431.1b.1a,Apc1,HOG:0397431.1b.1a,Apc1,HOG:0452285.1b.1b,Apc1,HOG:0397431.1b.1a
Homo_sapiens_HSAP017770_ANAPC1_Apc1,CAMFO06730,38.523,2004,1055,48,11,1897,1,1944,0.0,1242.0,Apc1,,Apc1,HOG:0397431.1b,Apc1,HOG:0397431.1b,Apc1,HOG:0452285.1b,Apc1,HOG:0397431.1b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,ERIEU14236,86.441,708,16,2,932,1639,513,1140,0.0,1239.0,Apc1,,Apc1,HOG:0397431.2b,Apc1,HOG:0397431.2b,Apc1,HOG:0452285.2b,Apc1,HOG:0397431.2b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,ERIEU14236,72.26899999999998,714,87,8,1,714,1,603,0.0,922.0,Apc1,,Apc1,HOG:0397431.2b,Apc1,HOG:0397431.2b,Apc1,HOG:0452285.2b,Apc1,HOG:0397431.2b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,ERIEU14236,88.764,89,10,0,1856,1944,1135,1223,3.9499999999999996e-30,139.0,Apc1,,Apc1,HOG:0397431.2b,Apc1,HOG:0397431.2b,Apc1,HOG:0452285.2b,Apc1,HOG:0397431.2b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,NASVI00218,38.027,1946,987,44,11,1820,1,1863,0.0,1229.0,Apc1,,Apc1,HOG:0397431.1b,Apc1,HOG:0397431.1b,Apc1,HOG:0452285.1b,Apc1,HOG:0397431.1b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,BOMIM11377,37.451,2056,1078,49,11,1935,1,1979,0.0,1222.0,Apc1,,Apc1,HOG:0397431.1b,Apc1,HOG:0397431.1b,Apc1,HOG:0452285.1b,Apc1,HOG:0397431.1b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,DIPOR14275,80.0,785,37,5,1160,1944,499,1163,0.0,1209.0,Apc1,,Apc1,HOG:0397431.2b,Apc1,HOG:0397431.2b,Apc1,HOG:0452285.2b,Apc1,HOG:0397431.2b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,DIPOR14275,65.398,289,38,4,506,794,271,497,4.659999999999998e-98,352.0,Apc1,,Apc1,HOG:0397431.2b,Apc1,HOG:0397431.2b,Apc1,HOG:0452285.2b,Apc1,HOG:0397431.2b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,DIPOR14275,85.535,159,18,1,274,432,123,276,1.3599999999999998e-66,256.0,Apc1,,Apc1,HOG:0397431.2b,Apc1,HOG:0397431.2b,Apc1,HOG:0452285.2b,Apc1,HOG:0397431.2b
Homo_sapiens_HSAP017770_ANAPC1_Apc1,DIPOR14275,95.2,125,6,0,1,125,1,125,2.659999999999997e-66,255.0,Apc1,,Apc1,HOG:0397431.2b,Apc1,HOG:0397431.2b,Apc1,HOG:0452285.2b,Apc1,HOG:0397431.2b
